Worker 1, Worker 2, Worker 3
3.8918202981106265,3.2188758248682006,4.795790545596741,
3.9419796669046736,2.9120553982691315,4.662129128631829,
3.9898372966728357,2.5582979776128942,4.522188300996282,
4.03554959221647,2.138863226745838,4.375183978033805,
4.079382721073497,1.6192420449046259,4.219712634900895,
4.122275745377287,0.9153427659003253,4.051129186841324,
4.15772816987306,0.03660944633263319,3.897091426238276,
4.180246734103418,-0.8421238732350572,3.7911424067110677,
4.194625495047467,-1.72085719280275,3.7197646041502646,
4.2038373307266745,-2.5995905123704444,3.6723779291136003,
4.20975144365759,-3.4783238319381335,3.641233968117592,
4.213553515062085,-4.35705715150582,3.6209033477611006,
4.215999914521938,-5.235790471073517,3.6076910280746293,
4.217574898919873,-6.114523790641215,3.599129938649616,
4.218589232060342,-6.9932571102089165,3.593593310572755,
4.219242640935474,-7.871990429776591,3.5900171226917177,
4.219663613569608,-8.750723749344232,3.5877090753230325,
4.2199348601006585,-9.629457068911869,3.5862202544268835,
4.220109643929937,-10.50819038847956,3.5852602044789457,
4.220222274304531,-11.38692370804724,3.5846412613416203,
4.220294854962957,-12.265657027614623,3.5842422853560105,
4.220341627769411,-13.144390347182766,3.583985125318837,
4.220371769665087,-14.023123666751246,3.5838193824391196,
4.220391194201599,-14.901856986320023,3.583712563082579,
4.220403712136275,-15.780590305887399,3.5836437209185292,
4.220411779208217,-16.65932362545182,3.583599354712724,
4.2204169779706735,-17.538056945023317,3.583570762636369,
4.220420328277094,-18.41679026458825,3.5835523364150155,
4.220422487360481,-19.29552358415411,3.5835404616490782,
4.22042387876854,-20.174256903704727,3.5835328089847818,
4.22042477545322,-21.05299022325917,3.583527877252275,
4.220425353316468,-21.93172354282686,3.5835246990182155,
4.220425725717139,-22.81045686235556,3.583522650820257,
4.220425965708646,-23.689190181983754,3.5835213308693494,
4.220426120369824,-24.567923501559978,3.583520480233859,
4.2204262200403555,-25.446656821207128,3.583519932046351,
4.220426284272472,-26.32539014030218,3.5835195787698777,
4.220426325666502,-27.204123460188743,3.5835193511027836,
4.220426352342654,-28.082856779113193,3.5835192043839763,
4.220426369533952,-28.961590098757664,3.58351910983185,
4.220426380612788,-29.840323420827318,3.583519048898255,
4.220426387752483,-30.719056737991647,3.5835190096299376,
4.22042639235362,-31.59779006415743,3.583518984323688,
4.220426395318796,-32.47652339396355,3.5835189680152157,
4.220426397229688,-33.35525671422198,3.5835189575053117,
4.220426398461152,-34.23399001985562,3.583518950732262,
4.2204263992547615,-35.112723371024416,3.583518946367408,
4.220426399766199,-35.991456731885755,3.583518943554502,
4.220426400095792,-36.87019000339619,3.5835189417417403,
4.220426400308196,-37.74892321110647,3.5835189405735166,
