Worker 1, Worker 2, Worker 3
3.8918202981106265,3.2188758248682006,4.795790545596741,
3.8918202981106265,3.2188758248682006,4.795790545596741,
3.8918202981106265,3.2188758248682006,4.795790545596741,
3.5909126622187624,4.3745978750724985,5.404213294402724,
3.093758645883492,5.308291493297424,6.012636043208707,
3.093758645883492,5.308291493297424,6.012636043208707,
3.093758645883492,5.308291493297424,6.012636043208707,
2.1294858029252226,6.12674697329792,6.62105879201469,
-1.5332822394097338,6.8770965703428555,7.229481540820673,
2.0854344007787864,7.584119893680672,7.837904289626656,
0.9874800380780325,6.550230241776384,6.959170970058965,
0.4393636593919933,7.274262708223378,7.567593718864948,
1.9595785991924168,6.213153287055982,6.688860399297257,
-3.870462657882862,6.95770133833666,7.297283148103239,
2.370152872416243,7.660920670245561,7.905705896909223,
0.6131002888691155,6.633099625062312,7.026972577341531,
0.6131002888691155,6.633099625062312,7.026972577341531,
0.9708103421687547,7.352567563463459,7.635395326147514,
3.732477172169198,3.93261615354545,5.151969061529948,
3.732477172169198,3.93261615354545,5.151969061529948,
3.732477172169198,3.93261615354545,5.151969061529948,
3.333737143400404,4.939207549849612,5.76039181033593,
2.6230112100987015,5.797668169572647,6.368814559141914,
0.8955511141104376,6.572372768183876,6.977237307947896,
0.5934661780459276,7.2951680564409385,7.58566005675388,
1.9107112777347268,6.236043193066282,6.706926737186188,
-5.721399851880162,6.979093157977672,7.315349485992171,
2.441122896057677,7.681327242909164,7.923772234798155,
0.49775740028741944,6.655076868744915,7.045038915230463,
0.49775740028741944,6.655076868744915,7.045038915230463,
1.0939866133231482,7.373363979753903,7.6534616640364455,
1.7114117788546557,6.321464421482034,6.7747283444687545,
-2.5674950222649144,7.059063289061864,7.383151093274737,
2.3806546296836766,5.976143092359126,6.504417773707046,
-0.01886222555502447,6.737179441459929,7.112840522513029,
1.506447221431642,7.451162342972992,7.721263271319012,
1.4819430278967416,6.406152050568574,6.84252995175132,
-0.9472264448220615,7.138557851608751,7.450952700557303,
2.2403170723208814,6.063997202831302,6.572219380989612,
-0.7462702624008675,6.8187087973878455,7.180642129795595,
1.8590209882266648,7.528580222136037,7.789064878601578,
1.2131248578872116,6.490142413568083,6.910331559033886,
-0.039546390512072996,7.217598044107239,7.5187543078398695,
2.083970849733246,6.150993654156146,6.640020988272178,
2.083970849733246,6.150993654156146,6.640020988272178,
-1.9557144801714572,6.899691601692969,7.248443737078161,
2.1682289446366614,7.605633821173514,7.856866485884144,
0.8908585804462992,6.573469581596039,6.978133166316452,
0.8908585804462992,6.573469581596039,6.978133166316452,
0.600842012753449,7.29620392270427,7.586555915122435,
