Loss, Weight 1, Weight 2, Weight 3, Weight 4, Weight 5
3.912023005428146,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,0.5040000000000001,
3.655115823961127,0.49120000000000014,0.49120000000000014,0.49120000000000014,0.49120000000000014,0.49120000000000014,
3.6638815949405665,0.48096000000000017,0.48096000000000017,0.48096000000000017,0.48096000000000017,0.48096000000000017,
3.6708862224736896,0.47276800000000024,0.47276800000000024,0.47276800000000024,0.47276800000000024,0.47276800000000024,
3.6764846703707255,0.4662144000000002,0.4662144000000002,0.4662144000000002,0.4662144000000002,0.4662144000000002,
3.6809599955481795,0.46097152000000013,0.46097152000000013,0.46097152000000013,0.46097152000000013,0.46097152000000013,
3.684538023071217,0.45677721600000015,0.45677721600000015,0.45677721600000015,0.45677721600000015,0.45677721600000015,
3.687398998361305,0.45342177280000007,0.45342177280000007,0.45342177280000007,0.45342177280000007,0.45342177280000007,
3.689686843659348,0.4507374182400001,0.4507374182400001,0.4507374182400001,0.4507374182400001,0.4507374182400001,
3.691516516963421,0.4485899345920001,0.4485899345920001,0.4485899345920001,0.4485899345920001,0.4485899345920001,
3.6929798674040732,0.4468719476736001,0.4468719476736001,0.4468719476736001,0.4468719476736001,0.4468719476736001,
3.6941502981243026,0.44549755813888015,0.44549755813888015,0.44549755813888015,0.44549755813888015,0.44549755813888015,
3.6950864823334078,0.4443980465111041,0.4443980465111041,0.4443980465111041,0.4443980465111041,0.4443980465111041,
3.6958353267585884,0.4435184372088834,0.4435184372088834,0.4435184372088834,0.4435184372088834,0.4435184372088834,
3.6964343362590295,0.4428147497671068,0.4428147497671068,0.4428147497671068,0.4428147497671068,0.4428147497671068,
3.696913501513923,0.44225179981368534,0.44225179981368534,0.44225179981368534,0.44225179981368534,0.44225179981368534,
3.6972968065758463,0.4418014398509482,0.4418014398509482,0.4418014398509482,0.4418014398509482,0.4418014398509482,
3.6976034332336045,0.4414411518807586,0.4414411518807586,0.4414411518807586,0.4414411518807586,0.4414411518807586,
3.6978487234183826,0.44115292150460694,0.44115292150460694,0.44115292150460694,0.44115292150460694,0.44115292150460694,
3.6980449484302245,0.44092233720368557,0.44092233720368557,0.44092233720368557,0.44092233720368557,0.44092233720368557,
3.698201923869873,0.44073786976294843,0.44073786976294843,0.44073786976294843,0.44073786976294843,0.44073786976294843,
3.698327501295474,0.44059029581035886,0.44059029581035886,0.44059029581035886,0.44059029581035886,0.44059029581035886,
3.698427961362507,0.4404722366482873,0.4404722366482873,0.4404722366482873,0.4404722366482873,0.4404722366482873,
3.6985083282167515,0.4403777893186298,0.4403777893186298,0.4403777893186298,0.4403777893186298,0.4403777893186298,
3.698572620932351,0.4403022314549039,0.4403022314549039,0.4403022314549039,0.4403022314549039,0.4403022314549039,
3.6986240546133433,0.44024178516392315,0.44024178516392315,0.44024178516392315,0.44024178516392315,0.44024178516392315,
3.698665201243535,0.44019342813113854,0.44019342813113854,0.44019342813113854,0.44019342813113854,0.44019342813113854,
3.698698118346317,0.44015474250491093,0.44015474250491093,0.44015474250491093,0.44015474250491093,0.44015474250491093,
3.6987244518996523,0.44012379400392876,0.44012379400392876,0.44012379400392876,0.44012379400392876,0.44012379400392876,
3.6987455186598233,0.4400990352031431,0.4400990352031431,0.4400990352031431,0.4400990352031431,0.4400990352031431,
3.6987623720151586,0.44007922816251455,0.44007922816251455,0.44007922816251455,0.44007922816251455,0.44007922816251455,
3.698775854665632,0.44006338253001165,0.44006338253001165,0.44006338253001165,0.44006338253001165,0.44006338253001165,
3.6987866407643817,0.44005070602400936,0.44005070602400936,0.44005070602400936,0.44005070602400936,0.44005070602400936,
3.698795269629538,0.4400405648192076,0.4400405648192076,0.4400405648192076,0.4400405648192076,0.4400405648192076,
3.698802172712803,0.4400324518553661,0.4400324518553661,0.4400324518553661,0.4400324518553661,0.4400324518553661,
3.6988076951737443,0.44002596148429296,0.44002596148429296,0.44002596148429296,0.44002596148429296,0.44002596148429296,
3.6988121131388683,0.4400207691874343,0.4400207691874343,0.4400207691874343,0.4400207691874343,0.4400207691874343,
3.6988156475086447,0.44001661534994757,0.44001661534994757,0.44001661534994757,0.44001661534994757,0.44001661534994757,
3.6988184750029798,0.440013292279958,0.440013292279958,0.440013292279958,0.440013292279958,0.440013292279958,
3.698820736997496,0.44001063382396643,0.44001063382396643,0.44001063382396643,0.44001063382396643,0.44001063382396643,
3.6988225465925,0.44000850705917316,0.44000850705917316,0.44000850705917316,0.44000850705917316,0.44000850705917316,
3.6988239942681136,0.4400068056473386,0.4400068056473386,0.4400068056473386,0.4400068056473386,0.4400068056473386,
3.6988251524083555,0.4400054445178708,0.4400054445178708,0.4400054445178708,0.4400054445178708,0.4400054445178708,
3.698826078920389,0.4400043556142966,0.4400043556142966,0.4400043556142966,0.4400043556142966,0.4400043556142966,
3.6988268201299137,0.44000348449143734,0.44000348449143734,0.44000348449143734,0.44000348449143734,0.44000348449143734,
3.698827413097468,0.4400027875931499,0.4400027875931499,0.4400027875931499,0.4400027875931499,0.4400027875931499,
3.6988278874714693,0.4400022300745199,0.4400022300745199,0.4400022300745199,0.4400022300745199,0.4400022300745199,
3.698828266970644,0.4400017840596159,0.4400017840596159,0.4400017840596159,0.4400017840596159,0.4400017840596159,
3.6988285705699666,0.4400014272476927,0.4400014272476927,0.4400014272476927,0.4400014272476927,0.4400014272476927,
3.698828813449414,0.44000114179815414,0.44000114179815414,0.44000114179815414,0.44000114179815414,0.44000114179815414,
3.6988290077529644,0.44000091343852327,0.44000091343852327,0.44000091343852327,0.44000091343852327,0.44000091343852327,
3.6988291631958004,0.4400007307508186,0.4400007307508186,0.4400007307508186,0.4400007307508186,0.4400007307508186,
3.6988292875500663,0.44000058460065494,0.44000058460065494,0.44000058460065494,0.44000058460065494,0.44000058460065494,
3.698829387033477,0.440000467680524,0.440000467680524,0.440000467680524,0.440000467680524,0.440000467680524,
3.6988294666202046,0.4400003741444192,0.4400003741444192,0.4400003741444192,0.4400003741444192,0.4400003741444192,
3.698829530289586,0.44000029931553536,0.44000029931553536,0.44000029931553536,0.44000029931553536,0.44000029931553536,
3.6988295812250906,0.44000023945242833,0.44000023945242833,0.44000023945242833,0.44000023945242833,0.44000023945242833,
3.698829621973494,0.4400001915619426,0.4400001915619426,0.4400001915619426,0.4400001915619426,0.4400001915619426,
3.698829654572216,0.4400001532495541,0.4400001532495541,0.4400001532495541,0.4400001532495541,0.4400001532495541,
3.698829680651194,0.4400001225996432,0.4400001225996432,0.4400001225996432,0.4400001225996432,0.4400001225996432,
3.6988297015143763,0.4400000980797146,0.4400000980797146,0.4400000980797146,0.4400000980797146,0.4400000980797146,
3.698829718204922,0.44000007846377176,0.44000007846377176,0.44000007846377176,0.44000007846377176,0.44000007846377176,
3.6988297315573586,0.44000006277101744,0.44000006277101744,0.44000006277101744,0.44000006277101744,0.44000006277101744,
3.6988297422393077,0.4400000502168139,0.4400000502168139,0.4400000502168139,0.4400000502168139,0.4400000502168139,
3.698829750784867,0.4400000401734512,0.4400000401734512,0.4400000401734512,0.4400000401734512,0.4400000401734512,
3.6988297576213145,0.440000032138761,0.440000032138761,0.440000032138761,0.440000032138761,0.440000032138761,
3.6988297630904725,0.44000002571100877,0.44000002571100877,0.44000002571100877,0.44000002571100877,0.44000002571100877,
3.698829767465799,0.44000002056880705,0.44000002056880705,0.44000002056880705,0.44000002056880705,0.44000002056880705,
3.69882977096606,0.4400000164550457,0.4400000164550457,0.4400000164550457,0.4400000164550457,0.4400000164550457,
3.6988297737662688,0.4400000131640366,0.4400000131640366,0.4400000131640366,0.4400000131640366,0.4400000131640366,
3.698829776006436,0.4400000105312293,0.4400000105312293,0.4400000105312293,0.4400000105312293,0.4400000105312293,
3.6988297777985695,0.4400000084249835,0.4400000084249835,0.4400000084249835,0.4400000084249835,0.4400000084249835,
3.698829779232277,0.4400000067399867,0.4400000067399867,0.4400000067399867,0.4400000067399867,0.4400000067399867,
3.698829780379242,0.44000000539198936,0.44000000539198936,0.44000000539198936,0.44000000539198936,0.44000000539198936,
3.6988297812968147,0.4400000043135914,0.4400000043135914,0.4400000043135914,0.4400000043135914,0.4400000043135914,
3.6988297820308724,0.440000003450873,0.440000003450873,0.440000003450873,0.440000003450873,0.440000003450873,
3.6988297826181187,0.4400000027606985,0.4400000027606985,0.4400000027606985,0.4400000027606985,0.4400000027606985,
3.698829783087916,0.4400000022085588,0.4400000022085588,0.4400000022085588,0.4400000022085588,0.4400000022085588,
3.698829783463754,0.4400000017668469,0.4400000017668469,0.4400000017668469,0.4400000017668469,0.4400000017668469,
3.6988297837644235,0.4400000014134776,0.4400000014134776,0.4400000014134776,0.4400000014134776,0.4400000014134776,
