Worker 1, Worker 2, Worker 3
3.8918202981106265,3.2188758248682006,4.795790545596741,
4.224462729005653,-5.416100402204427,3.5611723372598596,
4.304557731264205,0.6981814011608495,3.0443681636250792,
4.325385543499123,1.1510615953657655,2.880582808978317,
4.330903188932813,1.2563137402763294,2.834542622192063,
4.332371993807231,1.2834700280869775,2.8220841120066043,
4.332763492996024,1.2906498594085136,2.8187486937643147,
4.33286787983806,1.29256013595818,2.8178583086525766,
4.332895715409137,1.293069235037461,2.8176208056611998,
4.332903138162662,1.2932049729083137,2.8175574667665626,
4.3329051175589495,1.293241168118059,2.8175405760558783,
4.332905645397628,1.2932508200633617,2.817536071842271,
4.332905786154586,1.2932533939075757,2.817534870716929,
4.332905823689773,1.2932540802654735,2.817534550416716,
4.332905833699155,1.2932542632942061,2.817534465003317,
4.332905836368324,1.2932543121018651,2.8175344422264104,
4.332905837080103,1.293254325117241,2.817534436152568,
4.3329058372699105,1.293254328588008,2.817534434532877,
4.332905837320526,1.2932543295135457,2.8175344341009594,
4.332905837334024,1.2932543297603563,2.8175344339857813,
4.332905837337623,1.2932543298261714,2.8175344339550676,
4.332905837338583,1.293254329843723,2.8175344339468764,
4.3329058373388385,1.2932543298484032,2.817534433944693,
4.332905837338906,1.2932543298496508,2.81753443394411,
4.332905837338925,1.2932543298499841,2.8175344339439548,
4.33290583733893,1.2932543298500725,2.8175344339439135,
4.332905837338931,1.2932543298500967,2.8175344339439023,
4.332905837338931,1.2932543298501031,2.8175344339438992,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
4.332905837338931,1.2932543298501051,2.8175344339438984,
